Datetime (UTC),Timezone (minutes),Unix Timestamp (UTC),Acc magnitude avg,Eda avg,Temp avg,Movement intensity,Steps count,Rest,On Wrist
2020-01-17T23:48:00Z,-300,1.58E+12,1.063262,0.541921,30.155257,0,0,0,TRUE
2020-01-17T23:49:00Z,-300,1.58E+12,1.005967,0.539037,29.9799,0,0,0,TRUE
2020-01-17T23:50:00Z,-300,1.58E+12,1.045804,0.535254,29.713417,0,0,0,TRUE
2020-01-17T23:51:00Z,-300,1.58E+12,1.017389,0.532977,29.416833,0,0,0,TRUE
2020-01-17T23:52:00Z,-300,1.58E+12,1.03043,0.532688,29.2752,0,0,0,TRUE
2020-01-17T23:53:00Z,-300,1.58E+12,0.995176,0.541594,29.4671,0,0,0,TRUE
2020-01-17T23:54:00Z,-300,1.58E+12,1.066957,0.548665,29.84755,0,0,0,TRUE
2020-01-17T23:55:00Z,-300,1.58E+12,1.076301,0.547429,30.069133,0,0,0,TRUE
2020-01-17T23:56:00Z,-300,1.58E+12,1.507012,0.546359,30.031567,0,0,0,TRUE
2020-01-17T23:57:00Z,-300,1.58E+12,1.054288,0.549018,30.0993,0,0,0,TRUE
2020-01-17T23:58:00Z,-300,1.58E+12,1.064951,0.545432,29.96005,0,0,0,TRUE
2020-01-17T23:59:00Z,-300,1.58E+12,1.079222,0.547968,29.958383,0,0,0,TRUE
2020-01-18T00:00:00Z,-300,1.58E+12,1.072587,0.546441,29.857083,0,0,0,TRUE
2020-01-18T00:01:00Z,-300,1.58E+12,1.034526,0.54785,29.884683,0,0,0,TRUE
2020-01-18T00:02:00Z,-300,1.58E+12,1.045468,0.550029,29.879133,0,0,0,TRUE
2020-01-18T00:03:00Z,-300,1.58E+12,1.050561,0.550536,29.8479,0,0,0,TRUE
2020-01-18T00:04:00Z,-300,1.58E+12,1.033248,0.551827,29.923533,14,39,0,TRUE
2020-01-18T00:05:00Z,-300,1.58E+12,1.077907,0.551256,29.8361,0,0,0,TRUE
2020-01-18T00:06:00Z,-300,1.58E+12,1.05476,0.554277,29.8637,0,0,0,TRUE
2020-01-18T00:07:00Z,-300,1.58E+12,1.046164,0.555532,29.863717,19,39,0,TRUE
2020-01-18T00:08:00Z,-300,1.58E+12,1.029708,0.559266,29.86905,0,0,0,TRUE
2020-01-18T00:09:00Z,-300,1.58E+12,1.017421,0.559207,29.825333,0,0,0,TRUE
2020-01-18T00:10:00Z,-300,1.58E+12,1.054528,0.553952,29.8593,32,39,0,TRUE
2020-01-18T00:11:00Z,-300,1.58E+12,1.041662,0.559422,29.985083,15,39,0,TRUE
2020-01-18T00:12:00Z,-300,1.58E+12,1.016929,0.562685,29.9972,0,0,0,TRUE
2020-01-18T00:13:00Z,-300,1.58E+12,1.017722,0.56536,29.986183,10,29,0,TRUE
2020-01-18T00:14:00Z,-300,1.58E+12,0.998458,0.5655,29.955767,0,0,0,TRUE
2020-01-18T00:15:00Z,-300,1.58E+12,0.995109,0.566885,29.890217,18,39,0,TRUE
2020-01-18T00:16:00Z,-300,1.58E+12,1.027668,0.567684,29.846017,20,41,0,TRUE
2020-01-18T00:17:00Z,-300,1.58E+12,1.079119,0.56681,29.831783,28,39,0,TRUE
2020-01-18T00:18:00Z,-300,1.58E+12,1.072538,0.567188,29.771517,29,38,0,TRUE
2020-01-18T00:19:00Z,-300,1.58E+12,1.076812,0.564705,29.686767,17,38,0,TRUE
2020-01-18T00:20:00Z,-300,1.58E+12,1.074449,0.567838,29.684167,15,38,0,TRUE
2020-01-18T00:21:00Z,-300,1.58E+12,1.078569,0.571531,29.7255,18,38,0,TRUE
2020-01-18T00:22:00Z,-300,1.58E+12,1.070987,0.57392,29.7985,0,0,0,TRUE
2020-01-18T00:23:00Z,-300,1.58E+12,1.024599,0.575001,29.859767,0,0,0,TRUE
2020-01-18T00:24:00Z,-300,1.58E+12,1.063088,0.578334,29.979167,0,0,0,TRUE
2020-01-18T00:25:00Z,-300,1.58E+12,1.060805,0.580211,30.120683,37,40,0,TRUE
2020-01-18T00:26:00Z,-300,1.58E+12,1.138063,0.585291,30.2263,71,0,0,TRUE
2020-01-18T00:27:00Z,-300,1.58E+12,1.114685,0.584558,30.132833,74,40,0,TRUE
2020-01-18T00:28:00Z,-300,1.58E+12,1.063014,0.575069,29.939933,41,39,0,TRUE
2020-01-18T00:29:00Z,-300,1.58E+12,1.059196,0.56753,29.587433,42,38,0,TRUE
2020-01-18T00:30:00Z,-300,1.58E+12,1.0399,0.563639,29.27065,0,0,0,TRUE
2020-01-18T00:31:00Z,-300,1.58E+12,0.997862,0.5632,29.14685,10,59,0,TRUE
2020-01-18T00:32:00Z,-300,1.58E+12,0.969722,0.566983,29.16745,0,0,0,TRUE
2020-01-18T00:33:00Z,-300,1.58E+12,0.969842,0.571998,29.3344,0,0,0,TRUE
2020-01-18T00:34:00Z,-300,1.58E+12,0.99995,0.566507,29.0997,0,0,0,TRUE
2020-01-18T00:35:00Z,-300,1.58E+12,0.971722,0.56854,29.0566,0,0,0,TRUE
2020-01-18T00:36:00Z,-300,1.58E+12,1.022807,0.564993,28.9011,0,0,0,TRUE
2020-01-18T00:37:00Z,-300,1.58E+12,1.017037,0.565017,28.9002,22,35,0,TRUE
2020-01-18T00:38:00Z,-300,1.58E+12,1.013738,0.563821,28.8588,28,35,0,TRUE
2020-01-18T00:39:00Z,-300,1.58E+12,1.001249,0.565814,28.88805,18,0,0,TRUE
2020-01-18T00:40:00Z,-300,1.58E+12,1.049939,0.563498,28.672567,12,34,0,TRUE
2020-01-18T00:41:00Z,-300,1.58E+12,1.071804,0.56119,28.45775,0,0,0,TRUE
2020-01-18T00:42:00Z,-300,1.58E+12,1.075246,0.554395,28.08275,0,0,0,TRUE
2020-01-18T00:43:00Z,-300,1.58E+12,1.077645,0.551646,27.845633,0,0,0,TRUE
2020-01-18T00:44:00Z,-300,1.58E+12,1.066633,0.552375,27.7579,0,0,0,TRUE
2020-01-18T00:45:00Z,-300,1.58E+12,1.076084,0.55222,27.68295,0,0,0,TRUE
2020-01-18T00:46:00Z,-300,1.58E+12,1.023734,0.554404,27.68645,16,0,0,TRUE
2020-01-18T00:47:00Z,-300,1.58E+12,1.061007,0.555157,27.7534,16,0,0,TRUE
2020-01-18T00:48:00Z,-300,1.58E+12,1.053997,0.557575,27.758883,11,0,0,TRUE
