Datetime (UTC),Timezone (minutes),Unix Timestamp (UTC),Acc magnitude avg,Eda avg,Temp avg,Movement intensity,Steps count,Rest,On Wrist
2020-01-18T02:28:00Z,-360,1.57931E+12,0.9841,0.06549,26.898,0,0,0,FALSE
2020-01-18T02:29:00Z,-360,1.57931E+12,1.013934,0.069678,28.068138,48,32,0,FALSE
2020-01-18T02:30:00Z,-360,1.57931E+12,0.928966,0.070971,28.5464,0,0,0,TRUE
2020-01-18T02:31:00Z,-360,1.57931E+12,0.964841,0.07096,28.719237,0,0,0,TRUE
2020-01-18T02:32:00Z,-360,1.57931E+12,0.990754,0.072677,28.97159,0,0,0,TRUE
2020-01-18T02:33:00Z,-360,1.57931E+12,0.934689,0.075843,29.17845,0,0,0,TRUE
2020-01-18T02:34:00Z,-360,1.57931E+12,0.966466,0.07618,29.31035,0,0,0,TRUE
2020-01-18T02:35:00Z,-360,1.57931E+12,0.952039,0.075597,29.3657,0,0,0,TRUE
2020-01-18T02:36:00Z,-360,1.57931E+12,0.950707,0.077589,29.43545,0,0,0,TRUE
2020-01-18T02:37:00Z,-360,1.57932E+12,0.968125,0.078643,29.521567,0,0,0,TRUE
2020-01-18T02:38:00Z,-360,1.57932E+12,0.943276,0.078138,29.63865,0,0,0,TRUE
2020-01-18T02:39:00Z,-360,1.57932E+12,1.006551,0.079837,29.821383,0,0,0,TRUE
2020-01-18T02:40:00Z,-360,1.57932E+12,1.029693,0.084049,30.067367,0,0,0,TRUE
2020-01-18T02:41:00Z,-360,1.57932E+12,1.010344,0.087977,30.280267,20,41,0,TRUE
2020-01-18T02:42:00Z,-360,1.57932E+12,0.955317,0.085688,30.399433,0,0,0,TRUE
2020-01-18T02:43:00Z,-360,1.57932E+12,0.950456,0.096186,30.45505,0,0,0,TRUE
2020-01-18T02:44:00Z,-360,1.57932E+12,0.912851,0.101994,30.508767,0,0,0,TRUE
2020-01-18T02:45:00Z,-360,1.57932E+12,0.943583,0.099797,30.512033,0,0,0,TRUE
2020-01-18T02:46:00Z,-360,1.57932E+12,0.942244,0.097442,30.640233,0,0,0,TRUE
2020-01-18T02:47:00Z,-360,1.57932E+12,0.990114,0.100776,30.65325,0,0,0,TRUE
2020-01-18T02:48:00Z,-360,1.57932E+12,0.950967,0.112116,30.637733,0,0,0,TRUE
2020-01-18T02:49:00Z,-360,1.57932E+12,0.914022,0.103124,30.619467,0,0,0,TRUE
2020-01-18T02:50:00Z,-360,1.57932E+12,0.897362,0.106245,30.616,0,0,0,TRUE
2020-01-18T02:51:00Z,-360,1.57932E+12,0.888383,0.111657,30.637867,0,0,0,TRUE
2020-01-18T02:52:00Z,-360,1.57932E+12,0.888703,0.114091,30.742467,0,0,0,TRUE
2020-01-18T02:53:00Z,-360,1.57932E+12,0.88618,0.117736,30.8215,0,0,0,TRUE
2020-01-18T02:54:00Z,-360,1.57932E+12,0.888278,0.122067,30.906283,0,0,0,TRUE
2020-01-18T02:55:00Z,-360,1.57932E+12,0.886468,0.127909,31.019583,0,0,0,TRUE
2020-01-18T02:56:00Z,-360,1.57932E+12,0.889385,0.132235,31.111817,0,0,0,TRUE
